Elapsed Time,Iteration,D/loss_real,D/loss_fake,D/loss_cls,D/loss_gp,G/loss_fake,G/loss_rec,G/loss_cls
0:29:24,26100,-0.1353,-0.0646,0.0011,0.0030,0.0931,0.0318,0.0004
0:29:29,26200,-0.0259,-0.1432,0.0065,0.0101,0.1463,0.0301,0.0096
0:29:33,26300,-0.1289,-0.0702,0.0477,0.0034,0.0709,0.0359,0.0015
0:29:37,26400,-0.1556,-0.0519,0.9700,0.0083,-0.0341,0.0406,0.0713
0:29:42,26500,-0.1976,0.0002,0.0003,0.0037,0.0079,0.0351,0.0071
0:29:46,26600,-0.1977,-0.0960,0.0004,0.0050,0.1270,0.0380,0.0009
0:29:50,26700,-0.0702,-0.1524,0.0030,0.0056,0.1569,0.0378,0.0029
0:29:55,26800,-0.1741,-0.2237,0.0822,0.0075,0.2405,0.0549,0.0172
0:29:59,26900,-0.0180,-0.1650,0.0290,0.0040,0.1964,0.0407,0.0021
0:30:03,27000,-0.0863,-0.0884,0.1648,0.0033,0.1215,0.0333,0.0017
0:30:20,27100,-0.1774,-0.0501,0.0592,0.0021,0.0752,0.0360,0.0041
0:30:25,27200,-0.2859,0.0357,0.0093,0.0101,-0.0134,0.0331,0.0213
0:30:29,27300,-0.0982,-0.1469,0.0023,0.0022,0.1597,0.0353,0.0010
0:30:33,27400,-0.0539,-0.1054,0.0010,0.0058,0.1015,0.0297,0.0004
0:30:37,27500,-0.2096,-0.0147,0.0005,0.0022,0.0376,0.0312,0.0017
0:30:42,27600,-0.1176,-0.1401,0.0022,0.0030,0.1155,0.0409,0.1514
0:30:46,27700,-0.1876,-0.0561,0.0019,0.0028,0.0529,0.0406,0.1286
0:30:50,27800,-0.2052,0.0026,0.0013,0.0014,0.0269,0.0367,0.0017
0:30:55,27900,-0.0862,-0.0701,0.0458,0.0031,0.0360,0.0299,0.0003
0:30:59,28000,-0.1259,-0.0820,0.0115,0.0034,0.1085,0.0352,0.0035
0:31:14,28100,-0.2741,0.0837,0.0047,0.0188,0.0027,0.0371,0.0001
0:31:19,28200,-0.1460,-0.1040,0.0235,0.0052,0.1129,0.0339,0.0006
0:31:23,28300,-0.2468,-0.0105,0.0014,0.0022,0.0164,0.0386,0.0052
0:31:27,28400,-0.1637,-0.0840,0.0008,0.0041,0.0659,0.0378,0.1074
